Fecha,Grupo,Producto,Mercado,Precio_kg
ene-16,VERDURAS Y HORTALIZAS,Ahuyamín (Sakata),"Tunja, Complejo de Servicios del Sur",939
ene-16,VERDURAS Y HORTALIZAS,Ahuyamín (Sakata),"Villavicencio, CAV",1.139
ene-16,VERDURAS Y HORTALIZAS,Ahuyamín (Sakata),Yopal (Casanare),1.139
ene-16,VERDURAS Y HORTALIZAS,Ají topito dulce,"Barranquilla, Barranquillita",2.966
ene-16,VERDURAS Y HORTALIZAS,Ají topito dulce,"Cartagena, Bazurto",3.715
ene-16,VERDURAS Y HORTALIZAS,Ají topito dulce,"Medellín, Central Mayorista de Antioquia",2.019
ene-16,VERDURAS Y HORTALIZAS,Ají topito dulce,"Montería, Mercado del Sur",3.458
ene-16,VERDURAS Y HORTALIZAS,Ají topito dulce,"Sincelejo, Nuevo Mercado",2.524
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Bogotá, D.C., Corabastos",7.989
ene-16,VERDURAS Y HORTALIZAS,Ajo,Chiquinquirá (Boyacá),4.625
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Cúcuta, Cenabastos",1.992
ene-16,VERDURAS Y HORTALIZAS,Ajo,Duitama (Boyacá),2.9
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Ibagué, Plaza La 21",3.883
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Ipiales (Nariño), Ipiales somos todos",5.464
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Manizales, Centro Galerías",4.531
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Medellín, Central Mayorista de Antioquia",4.104
ene-16,VERDURAS Y HORTALIZAS,Ajo,Pamplona (Norte de Santander),2.406
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Pasto, El Potrerillo",5.942
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Pereira, La 41",5.139
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Pereira, Mercasa",4.854
ene-16,VERDURAS Y HORTALIZAS,Ajo,San Gil (Santander),2.531
ene-16,VERDURAS Y HORTALIZAS,Ajo,Sogamoso (Boyacá),2.825
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Tunja, Complejo de Servicios del Sur",4.515
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Valledupar, Mercabastos",7.092
ene-16,VERDURAS Y HORTALIZAS,Ajo,"Villavicencio, CAV",4.2
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Armenia, Mercar",7.483
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Barranquilla, Barranquillita",7.1
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Barranquilla, Granabastos",7.01
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Bogotá, D.C., Corabastos",7.373
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Bucaramanga, Centroabastos",7.213
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,Buenaventura (Valle del Cauca),7.679
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Cali, Cavasa",7.246
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Cali, Santa Helena",6.958
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Cartagena, Bazurto",6.99
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,Cartago (Valle del Cauca),7.444
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Cúcuta, Cenabastos",7.468
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Ibagué, Plaza La 21",7.448
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Ipiales (Nariño), Ipiales somos todos",6.917
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Manizales, Centro Galerías",7.667
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Medellín, Central Mayorista de Antioquia",7.327
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Montería, Mercado del Sur",7.206
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Neiva, Surabastos",7.664
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,Palmira (Valle del Cauca),7.15
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Pasto, El Potrerillo",7.59
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Pereira, La 41",7.525
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Pereira, Mercasa",7.412
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Popayán, Plaza de mercado del barrio Bolívar",7.429
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,"Sincelejo, Nuevo Mercado",7.042
ene-16,VERDURAS Y HORTALIZAS,Ajo importado,Tuluá (Valle del Cauca),7.539
ene-16,VERDURAS Y HORTALIZAS,Apio,"Armenia, Mercar",848
ene-16,VERDURAS Y HORTALIZAS,Apio,"Barranquilla, Barranquillita",1.068
ene-16,VERDURAS Y HORTALIZAS,Apio,"Barranquilla, Granabastos",1.223
ene-16,VERDURAS Y HORTALIZAS,Apio,"Bogotá, D.C., Corabastos",512
ene-16,VERDURAS Y HORTALIZAS,Apio,"Bucaramanga, Centroabastos",1.004
ene-16,VERDURAS Y HORTALIZAS,Apio,"Cali, Cavasa",728
ene-16,VERDURAS Y HORTALIZAS,Apio,"Cali, Santa Helena",652
ene-16,VERDURAS Y HORTALIZAS,Apio,"Cartagena, Bazurto",1
ene-16,VERDURAS Y HORTALIZAS,Apio,Cartago (Valle del Cauca),1.028
ene-16,VERDURAS Y HORTALIZAS,Apio,Chiquinquirá (Boyacá),1.238
ene-16,VERDURAS Y HORTALIZAS,Apio,"Cúcuta, Cenabastos",836
ene-16,VERDURAS Y HORTALIZAS,Apio,"Ibagué, Plaza La 21",843
ene-16,VERDURAS Y HORTALIZAS,Apio,"Ipiales (Nariño), Ipiales somos todos",2.031
ene-16,VERDURAS Y HORTALIZAS,Apio,"Manizales, Centro Galerías",1.143
ene-16,VERDURAS Y HORTALIZAS,Apio,Marinilla (Antioquia),625
ene-16,VERDURAS Y HORTALIZAS,Apio,"Medellín, Central Mayorista de Antioquia",899
ene-16,VERDURAS Y HORTALIZAS,Apio,"Medellín, Plaza Minorista ""José María Villa""",778
ene-16,VERDURAS Y HORTALIZAS,Apio,"Montería, Mercado del Sur",977
ene-16,VERDURAS Y HORTALIZAS,Apio,"Neiva, Surabastos",1.273
ene-16,VERDURAS Y HORTALIZAS,Apio,Palmira (Valle del Cauca),1.216
ene-16,VERDURAS Y HORTALIZAS,Apio,Pamplona (Norte de Santander),1.156
ene-16,VERDURAS Y HORTALIZAS,Apio,"Pasto, El Potrerillo",3.771
ene-16,VERDURAS Y HORTALIZAS,Apio,"Pereira, La 41",1.163
ene-16,VERDURAS Y HORTALIZAS,Apio,"Pereira, Mercasa",1.185
ene-16,VERDURAS Y HORTALIZAS,Apio,Rionegro (Antioquia),1.095
ene-16,VERDURAS Y HORTALIZAS,Apio,"Sincelejo, Nuevo Mercado",858
ene-16,VERDURAS Y HORTALIZAS,Apio,Tuluá (Valle del Cauca),931
ene-16,VERDURAS Y HORTALIZAS,Apio,"Tunja, Complejo de Servicios del Sur",1.033
ene-16,VERDURAS Y HORTALIZAS,Apio,"Valledupar, Mercabastos",1.043
ene-16,VERDURAS Y HORTALIZAS,Apio,"Villavicencio, CAV",1.137
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Armenia, Mercar",2.098
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Barranquilla, Barranquillita",5.25
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Barranquilla, Granabastos",5.688
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Bogotá, D.C., Corabastos",2.84
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Bucaramanga, Centroabastos",2.375
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Cartago (Valle del Cauca),2.52
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Chiquinquirá (Boyacá),2.175
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Cúcuta, Cenabastos",2.761
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Duitama (Boyacá),2.3
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,El Carmen de Viboral (Antioquia),1.631
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,El Santuario (Antioquia),2.237
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Ibagué, Plaza La 21",1.797
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Ipiales (Nariño), Ipiales somos todos",1.561
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,La Ceja (Antioquia),2.098
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Manizales, Centro Galerías",2.633
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Marinilla (Antioquia),2.218
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Medellín, Central Mayorista de Antioquia",2.209
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Medellín, Plaza Minorista ""José María Villa""",2.389
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Neiva, Surabastos",2.258
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Palmira (Valle del Cauca),2.009
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Pamplona (Norte de Santander),2.285
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Pereira, La 41",2.273
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Pereira, Mercasa",2.219
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Rionegro (Antioquia),2.316
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,San Gil (Santander),3.108
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,San Vicente (Antioquia),1.656
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Socorro (Santander),2.741
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Sogamoso (Boyacá),2.35
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Sonsón (Antioquia),1.931
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Tuluá (Valle del Cauca),2.075
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Tunja, Complejo de Servicios del Sur",2.027
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Ubaté (Cundinamarca),2.163
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,"Villavicencio, CAV",2.515
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina,Yopal (Casanare),3.142
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,Buenaventura (Valle del Cauca),2.15
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Cali, Cavasa",1.85
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Cali, Santa Helena",1.844
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Manizales, Centro Galerías",2.656
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Medellín, Central Mayorista de Antioquia",2.47
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Pasto, El Potrerillo",1.782
ene-16,VERDURAS Y HORTALIZAS,Arveja verde en vaina pastusa,"Popayán, Plaza de mercado del barrio Bolívar",1.844
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Armenia, Mercar",1.573
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Barranquilla, Barranquillita",473
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Bogotá, D.C., Corabastos",2.337
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Cartagena, Bazurto",1.467
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Manizales, Centro Galerías",1.9
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Medellín, Central Mayorista de Antioquia",1.852
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Montería, Mercado del Sur",1.268
ene-16,VERDURAS Y HORTALIZAS,Berenjena,"Sincelejo, Nuevo Mercado",933
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Armenia, Mercar",1.911
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Barranquilla, Barranquillita",4.75
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Barranquilla, Granabastos",4.344
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Bogotá, D.C., Corabastos",2.601
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Bucaramanga, Centroabastos",2.879
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Cali, Cavasa",1.153
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Cali, Santa Helena",2.117
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Cartagena, Bazurto",4.5
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Chiquinquirá (Boyacá),1.35
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Cúcuta, Cenabastos",3.115
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Duitama (Boyacá),1.4
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Ibagué, Plaza La 21",1.835
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Ipiales (Nariño), Ipiales somos todos",931
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Manizales, Centro Galerías",3.048
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Marinilla (Antioquia),1.241
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Medellín, Central Mayorista de Antioquia",1.931
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Neiva, Surabastos",3.351
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Palmira (Valle del Cauca),1.099
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Pamplona (Norte de Santander),2.313
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Pasto, El Potrerillo",1.66
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Sogamoso (Boyacá),1.4
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Tunja, Complejo de Servicios del Sur",1.255
ene-16,VERDURAS Y HORTALIZAS,Brócoli,Ubaté (Cundinamarca),2
ene-16,VERDURAS Y HORTALIZAS,Brócoli,"Villavicencio, CAV",2.892
ene-16,VERDURAS Y HORTALIZAS,Calabacín,"Bogotá, D.C., Corabastos",550
ene-16,VERDURAS Y HORTALIZAS,Calabacín,"Medellín, Central Mayorista de Antioquia",599
ene-16,VERDURAS Y HORTALIZAS,Calabacín,"Tunja, Complejo de Servicios del Sur",732
ene-16,VERDURAS Y HORTALIZAS,Calabacín,Ubaté (Cundinamarca),2.375
ene-16,VERDURAS Y HORTALIZAS,Calabaza,"Bogotá, D.C., Corabastos",574
ene-16,VERDURAS Y HORTALIZAS,Calabaza,"Cúcuta, Cenabastos",435
ene-16,VERDURAS Y HORTALIZAS,Calabaza,"Medellín, Central Mayorista de Antioquia",439
ene-16,VERDURAS Y HORTALIZAS,Calabaza,"Montería, Mercado del Sur",433
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Armenia, Mercar",1.783
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Barranquilla, Barranquillita",2.01
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Barranquilla, Granabastos",2.136
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Bogotá, D.C., Corabastos",1.801
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Bucaramanga, Centroabastos",1.817
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Cartagena, Bazurto",2.004
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Cartago (Valle del Cauca),1.821
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Chiquinquirá (Boyacá),2.031
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Cúcuta, Cenabastos",1.874
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Duitama (Boyacá),1.69
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Ibagué, Plaza La 21",1.754
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,La Ceja (Antioquia),2.204
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Manizales, Centro Galerías",1.971
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Medellín, Central Mayorista de Antioquia",2.05
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Medellín, Plaza Minorista ""José María Villa""",2.103
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Montería, Mercado del Sur",2.018
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Pamplona (Norte de Santander),1.886
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Pereira, La 41",1.819
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Pereira, Mercasa",1.838
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Rionegro (Antioquia),1.924
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,San Gil (Santander),1.926
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Sincelejo, Nuevo Mercado",1.961
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Socorro (Santander),1.833
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Sogamoso (Boyacá),1.788
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Tunja, Complejo de Servicios del Sur",1.644
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Ubaté (Cundinamarca),1.95
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Valledupar, Mercabastos",1.842
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,"Villavicencio, CAV",2.061
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca,Yopal (Casanare),2.122
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,Buenaventura (Valle del Cauca),1.888
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,"Cali, Cavasa",1.875
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,"Cali, Santa Helena",1.809
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,"Neiva, Surabastos",1.803
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,Palmira (Valle del Cauca),1.87
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca bogotana,Tuluá (Valle del Cauca),1.867
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca importada,"Cali, Cavasa",1.69
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca importada,"Ipiales (Nariño), Ipiales somos todos",1.611
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca importada,Rionegro (Antioquia),1.71
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca pastusa,Buenaventura (Valle del Cauca),1.814
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca pastusa,"Cali, Cavasa",1.716
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca pastusa,Palmira (Valle del Cauca),1.763
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca pastusa,"Pasto, El Potrerillo",1.484
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona blanca pastusa,"Popayán, Plaza de mercado del barrio Bolívar",1.872
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja,"Cúcuta, Cenabastos",2.233
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja,"Neiva, Surabastos",2.1
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja,San Gil (Santander),2.247
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Barranquilla, Barranquillita",2.657
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Bucaramanga, Centroabastos",2.184
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Cali, Cavasa",1.9
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Ipiales (Nariño), Ipiales somos todos",1.369
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Medellín, Central Mayorista de Antioquia",2.183
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja importada,"Montería, Mercado del Sur",2.08
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Barranquilla, Barranquillita",2.215
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Barranquilla, Granabastos",2.467
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Cartagena, Bazurto",2.549
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Cúcuta, Cenabastos",4.167
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Sincelejo, Nuevo Mercado",2.212
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Valledupar, Mercabastos",2.097
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja ocañera,"Valledupar, Mercado Nuevo",2.123
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja peruana,"Barranquilla, Granabastos",2.697
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja peruana,"Cartagena, Bazurto",2.47
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja peruana,"Sincelejo, Nuevo Mercado",2.329
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja peruana,"Valledupar, Mercabastos",2.291
ene-16,VERDURAS Y HORTALIZAS,Cebolla cabezona roja peruana,"Valledupar, Mercado Nuevo",2.242
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,"Armenia, Mercar",1.901
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,"Bucaramanga, Centroabastos",1.121
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,"Cartagena, Bazurto",1.262
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,Cartago (Valle del Cauca),1.798
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,Chiquinquirá (Boyacá),1.161
ene-16,VERDURAS Y HORTALIZAS,Cebolla junca,"Ipiales (Nariño), Ipiales somos todos",1.405
